config_name,noise_threshold,buy_rule,sell_rule,stop_loss_pct,take_profit_pct,max_holding_days,decisions_count,hold_count,buy_count,sell_count,operations_count,trades_count,initial_balance,final_balance,total_return_pct,sharpe_ratio,max_drawdown_pct,win_rate_pct,total_fees,avg_trade_result,model_rmse,model_mae,model_mape,open_position_amount
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.03__tp0.04__hold30,0.001,forecast_only,negative_forecast_or_ema_bearish,0.03,0.04,30,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.03__tp0.06__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish,0.03,0.06,10,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.03__tp0.06__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish,0.03,0.06,20,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.03__tp0.06__hold30,0.001,forecast_only,negative_forecast_or_ema_bearish,0.03,0.06,30,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.03__tp0.08__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish,0.03,0.08,10,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.03__tp0.08__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish,0.03,0.08,20,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.03__tp0.08__hold30,0.001,forecast_only,negative_forecast_or_ema_bearish,0.03,0.08,30,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.05__tp0.04__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish,0.05,0.04,10,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.05__tp0.04__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish,0.05,0.04,20,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.05__tp0.04__hold30,0.001,forecast_only,negative_forecast_or_ema_bearish,0.05,0.04,30,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.05__tp0.06__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish,0.05,0.06,10,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.05__tp0.06__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish,0.05,0.06,20,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.05__tp0.06__hold30,0.001,forecast_only,negative_forecast_or_ema_bearish,0.05,0.06,30,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.05__tp0.08__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish,0.05,0.08,10,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.05__tp0.08__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish,0.05,0.08,20,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish__sl0.05__tp0.08__hold30,0.001,forecast_only,negative_forecast_or_ema_bearish,0.05,0.08,30,365,309,28,28,56,28,10000,10137,1.370019,0.612555,1.453084,50,0,4.89292623,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.05__tp0.08__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.05,0.08,20,365,303,31,31,62,31,10000,10132.06,1.320578,0.63626,1.523441,51.612903,0,4.25992873,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.05__tp0.08__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.05,0.08,10,365,301,32,32,64,32,10000,10130.23,1.302304,0.635505,1.347525,50,0,4.06969993,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.04__hold10,0.001,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.04,10,365,293,36,36,72,36,10000,10101.17,1.011706,0.724481,0.797603,41.666667,0,2.81029422,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.04__hold20,0.001,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.04,20,365,293,36,36,72,36,10000,10101.17,1.011706,0.724481,0.797603,41.666667,0,2.81029422,2107.69756314,1537.91571758,1.56150688,0
nt0.001__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.04__hold30,0.001,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.04,30,365,293,36,36,72,36,10000,10101.17,1.011706,0.724481,0.797603,41.666667,0,2.81029422,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.08__hold10,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.08,10,365,279,43,43,86,43,10000,10097.67,0.976733,0.60491,0.805354,46.511628,0,2.27147221,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.08__hold20,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.08,20,365,279,43,43,86,43,10000,10097.67,0.976733,0.60491,0.805354,46.511628,0,2.27147221,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.08__hold30,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.08,30,365,279,43,43,86,43,10000,10097.67,0.976733,0.60491,0.805354,46.511628,0,2.27147221,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.06__hold10,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.06,10,365,275,45,45,90,45,10000,10060.48,0.604779,0.394934,0.805354,44.444444,0,1.34395254,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.06__hold20,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.06,20,365,275,45,45,90,45,10000,10060.48,0.604779,0.394934,0.805354,44.444444,0,1.34395254,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.06__hold30,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.06,30,365,275,45,45,90,45,10000,10060.48,0.604779,0.394934,0.805354,44.444444,0,1.34395254,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.03__tp0.06__hold20,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.03,0.06,20,365,279,43,43,86,43,10000,10049.75,0.49747,0.279395,1.05671,48.837209,0,1.15690787,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.03__tp0.06__hold30,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.03,0.06,30,365,279,43,43,86,43,10000,10049.75,0.49747,0.279395,1.05671,48.837209,0,1.15690787,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.03__tp0.06__hold10,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.03,0.06,10,365,281,42,42,84,42,10000,10044.99,0.449899,0.248773,1.207964,50,0,1.07118919,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.03__tp0.08__hold20,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.03,0.08,20,365,283,41,41,82,41,10000,10038.81,0.388119,0.213481,1.14274,51.219512,0,0.9466317,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.03__tp0.04__hold10,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.03,0.04,10,365,279,43,43,86,43,10000,10031.96,0.319628,0.202454,1.150983,51.162791,0,0.7433211,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.03__tp0.04__hold20,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.03,0.04,20,365,279,43,43,86,43,10000,10031.96,0.319628,0.202454,1.150983,51.162791,0,0.7433211,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.03__tp0.04__hold30,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.03,0.04,30,365,279,43,43,86,43,10000,10031.96,0.319628,0.202454,1.150983,51.162791,0,0.7433211,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.03__tp0.08__hold10,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.03,0.08,10,365,281,42,42,84,42,10000,10022.87,0.22866,0.129454,1.299767,50,0,0.54442902,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.03__tp0.08__hold30,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.03,0.08,30,365,285,40,40,80,40,10000,10022.26,0.222608,0.125506,1.305727,50,0,0.55651999,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.05__tp0.08__hold10,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.05,0.08,10,365,287,39,39,78,39,10000,10021.87,0.218667,0.110908,1.351566,53.846154,0,0.56068395,2107.69756314,1537.91571758,1.56150688,0
nt0.002__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.04__hold10,0.002,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.04,10,365,329,18,18,36,18,10000,10017.77,0.177651,0.185167,0.598801,44.444444,0,0.98694948,2107.69756314,1537.91571758,1.56150688,0
nt0.002__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.04__hold20,0.002,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.04,20,365,329,18,18,36,18,10000,10017.77,0.177651,0.185167,0.598801,44.444444,0,0.98694948,2107.69756314,1537.91571758,1.56150688,0
nt0.002__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.02__tp0.04__hold30,0.002,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.02,0.04,30,365,329,18,18,36,18,10000,10017.77,0.177651,0.185167,0.598801,44.444444,0,0.98694948,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.05__tp0.08__hold20,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.05,0.08,20,365,287,39,39,78,39,10000,10015.88,0.158758,0.084529,1.426903,53.846154,0,0.40707066,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.05__tp0.08__hold30,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.05,0.08,30,365,287,39,39,78,39,10000,10015.88,0.158758,0.084529,1.426903,53.846154,0,0.40707066,2107.69756314,1537.91571758,1.56150688,0
nt0.0005__buy_forecast_only__sell_negative_forecast_or_ema_bearish_or_risk_or_max_hold__sl0.05__tp0.06__hold10,0.0005,forecast_only,negative_forecast_or_ema_bearish_or_risk_or_max_hold,0.05,0.06,10,365,287,39,39,78,39,10000,10006.64,0.066438,0.041741,1.351566,53.846154,0,0.17035315,2107.69756314,1537.91571758,1.56150688,0
